combine	dd	mar
511620_159659	9.006627765001538	6.674156366382795
511620_159660	9.084174977916556	6.674156366382795
511620_159696	8.273959473804462	6.674156366382795
511620_159941	6.9238820874964455	40.57061784263506
511620_161130	14.755128557627117	11.073584286172485
511620_270042	18.969996165471937	16.966564514141115
511620_513100	7.070421605716437	52.78733952350274
511620_513110	9.382412108589719	6.674156366382795
511620_513290	7.723068520408178	6.674156366382795
511620_513300	9.863816312062154	7.8859211523239106
511620_513390	9.233154569753289	6.674156366382795
511620_513870	8.383748538684145	6.674156366382795
511650_000055	17.503378799026244	17.20113643953214
511650_000834	20.66886591159119	14.229435722084983
511650_003722	17.302494649167755	14.316107983081983
511650_006479	15.39000393999774	10.608676106459036
511650_006480	15.183281187883507	14.098558915178874
511650_008971	9.643384309214836	6.547977520273893
511650_012870	10.239783323237415	8.923492141938894
511650_012871	9.745952480273603	9.618336617303616
511650_014978	10.626785267540836	7.337677299522949
511650_015299	10.592016750270169	7.422946509281142
511650_015300	10.526603385716852	7.435839552744134
511650_015518	9.988108417938111	8.660520605437723
511650_016055	10.826715957762962	6.547977520273893
511650_016056	10.536853112321081	7.138678679925279
511650_016057	10.758344199837891	6.547977520273893
511650_016058	10.470267621171907	7.167697458820159
511650_016532	10.934204250270167	6.547977520273893
511650_016533	10.873392830961809	6.547977520273893
511650_016534	10.767366178245904	6.547977520273893
511650_016535	10.7084656286895	6.547977520273893
511650_017091	12.37066858744596	6.547977520273893
511650_017092	12.239433772529758	6.547977520273893
511650_017093	12.270411923180829	6.547977520273893
511650_017894	9.054638328079964	6.547977520273893
511650_017895	9.026697946235585	6.547977520273893
511650_017951	8.943205511077084	6.547977520273893
511650_017952	8.943205511077084	6.547977520273893
511650_018966	9.470128241624634	6.547977520273893
511650_018967	9.425094920298985	6.547977520273893
511650_018968	9.541129682546824	6.547977520273893
511650_018969	9.541129682546824	6.547977520273893
511650_019118	10.693611323428568	6.547977520273893
511650_019524	9.438900756033854	6.547977520273893
511650_019525	9.406687139319159	6.547977520273893
511650_019547	9.23575774450648	6.547977520273893
511650_019548	9.198942182546824	6.547977520273893
511650_021773	8.445205955807214	6.547977520273893
511650_021838	8.613492112636594	6.547977520273893
511650_022664	8.287360271654896	6.547977520273893
511650_024237	8.382210836795071	6.547977520273893
511650_040046	23.41314884021739	16.691087348030926
511650_040047	20.93389524166219	20.074266488377788
511650_040048	20.93389524166219	20.074266488377788
511650_159501	10.062793047100138	6.547977520273893
511650_159509	10.80173396929034	6.547977520273893
